Id,TTCplacement,macaddress,deviceName,CoD,CoDdescription,timestamp,service_Information,service_Telephony,service_ObjectTransfer,service_Capturing,service_Rendering,service_Networking,service_Positioning
1,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:03,0,0,1,1,1,0,1
2,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
3,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
4,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:03,0,0,0,0,1,0,0
5,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
6,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:03,0,0,1,1,1,0,1
7,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
8,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
9,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:03,0,0,0,0,1,0,0
10,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
11,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
12,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
13,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:03,0,0,0,0,1,0,0
14,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:03,0,1,0,1,1,0,1
15,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
16,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
17,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
18,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
19,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
20,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:05,0,0,0,0,1,0,0
21,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
22,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
23,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
24,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
25,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
26,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:05,0,0,0,0,1,0,0
27,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
28,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
29,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
30,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:05,0,0,1,1,1,0,1
31,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:05,0,1,0,1,1,0,1
32,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:05,0,0,0,0,1,0,0
33,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:06,0,1,0,1,1,0,1
34,13YE010,F8:F1:B6:08:7C:C6,XT1058,0x5a020c,Phone (Smartphone),1/26/16 16:06,0,1,0,1,1,0,1
35,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:06,0,0,1,1,1,0,1
36,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:06,0,0,1,1,1,0,1
37,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:06,0,1,0,1,1,0,1
38,13YE010,48:9D:24:28:76:C7,BLACKBERRY-C81F,0x7a020c,Phone (Smartphone),1/26/16 16:07,0,1,1,1,1,0,1
39,13YE010,64:76:BA:92:AD:5F,Kenâ€™s MacBook Air,0x38010c,Computer (Laptop),1/26/16 16:07,0,0,1,1,1,0,0
40,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
41,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
42,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
43,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
44,13YE010,F8:F1:B6:08:7C:C6,XT1058.,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
45,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:07,0,0,0,0,1,0,0
46,13YE010,48:9D:24:28:76:C7,BLACKBERRY-C81F,0x7a020c,Phone (Smartphone),1/26/16 16:07,0,1,1,1,1,0,1
47,13YE010,64:76:BA:92:AD:5F,Kenâ€™s MacBook Air,0x38010c,Computer (Laptop),1/26/16 16:07,0,0,1,1,1,0,0
48,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
49,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
50,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
51,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
52,13YE010,F8:F1:B6:08:7C:C6,XT1058.,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
53,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:07,0,0,0,0,1,0,0
54,13YE010,48:9D:24:28:76:C7,BLACKBERRY-C81F,0x7a020c,Phone (Smartphone),1/26/16 16:07,0,1,1,1,1,0,1
55,13YE010,64:76:BA:92:AD:5F,Kenâ€™s MacBook Air,0x38010c,Computer (Laptop),1/26/16 16:07,0,0,1,1,1,0,0
56,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
57,13YE010,28:C6:71:05:3D:48,YotaPhone,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
58,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:07,0,0,1,1,1,0,1
59,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
60,13YE010,F8:F1:B6:08:7C:C6,XT1058.,0x5a020c,Phone (Smartphone),1/26/16 16:07,0,1,0,1,1,0,1
61,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:07,0,0,0,0,1,0,0
62,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:29,0,0,1,1,1,0,1
63,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:29,0,0,0,0,1,0,0
64,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:29,0,1,0,1,1,0,1
65,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:29,0,0,1,1,1,0,1
66,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
67,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
68,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
69,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
70,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
71,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
72,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
73,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
74,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
75,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
76,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
77,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
78,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
79,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
80,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
81,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
82,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
83,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
84,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
85,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
86,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
87,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
88,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
89,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
90,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
91,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
92,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
93,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
94,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
95,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:30,0,0,1,1,1,0,1
96,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:30,0,1,0,1,1,0,1
97,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:30,0,0,0,0,1,0,0
98,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
99,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
100,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
101,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
102,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
103,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
104,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
105,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
106,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
107,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
108,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
109,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
110,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
111,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
112,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
113,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
114,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
115,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
116,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
117,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
118,13YE010,00:19:E3:ED:D8:E5,Jason Coullsâ€™s iMac,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
119,13YE010,BC:F5:AC:6D:13:DC,NEXUS 5 Black,0x5a020c,Phone (Smartphone),1/26/16 16:31,0,1,0,1,1,0,1
120,13YE010,10:9A:DD:C7:25:BB,Ap1â€™s Mac mini,0x3a0104,Computer (Desktop workstation),1/26/16 16:31,0,0,1,1,1,0,1
121,13YE010,24:4B:03:30:E7:51,[TV] UN50JU6500,0x08043c,Audio/Video (Video Display and Loudspeaker),1/26/16 16:31,0,0,0,0,1,0,0
122,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:22,0,0,1,1,1,0,0
123,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:22,0,0,1,1,1,0,0
124,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:22,0,0,1,1,1,0,0
125,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:22,0,0,1,1,1,0,0
126,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:23,0,0,1,1,1,0,0
127,13YE010,00:17:F2:A0:F8:15,Alexâ€™s iMac,0x380104,Computer (Desktop workstation),1/26/16 18:23,0,0,1,1,1,0,0
128,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:23,0,0,1,1,1,0,0
129,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:24,0,0,1,1,1,0,0
130,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:24,0,0,1,1,1,0,0
131,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:24,0,0,1,1,1,0,0
132,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:24,0,0,1,1,1,0,0
133,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/26/16 18:24,0,1,1,1,1,0,1
134,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/26/16 18:24,0,1,1,1,1,0,1
135,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/26/16 18:25,0,1,1,1,1,0,1
136,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:26,0,0,1,1,1,0,0
137,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:27,0,0,1,1,1,0,0
138,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:27,0,0,1,1,1,0,0
139,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:27,0,0,1,1,1,0,0
140,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/26/16 18:27,0,1,1,1,1,0,1
141,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/26/16 18:28,0,1,1,1,1,0,1
142,13YE010,00:17:F2:A0:F8:15,Alexâ€™s iMac,0x380104,Computer (Desktop workstation),1/26/16 18:29,0,0,1,1,1,0,0
143,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:29,0,0,1,1,1,0,0
144,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:29,0,0,1,1,1,0,0
145,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:30,0,0,1,1,1,0,0
146,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:31,0,0,1,1,1,0,0
147,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:31,0,0,1,1,1,0,0
148,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 18:31,0,0,1,1,1,0,0
149,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:40,0,0,1,0,0,1,0
150,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:40,0,0,1,0,0,1,0
151,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:40,0,0,1,0,0,1,0
152,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
153,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
154,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
155,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
156,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
157,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
158,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
159,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
160,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
161,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
162,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:41,0,0,1,0,0,1,0
163,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
164,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
165,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
166,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
167,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
168,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
169,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
170,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
171,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
172,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
173,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:42,0,0,1,0,0,1,0
174,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
175,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
176,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
177,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
178,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
179,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
180,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
