Id,TTCplacement,macaddress,deviceName,CoD,CoDdescription,timestamp,service_Information,service_Telephony,service_ObjectTransfer,service_Capturing,service_Rendering,service_Networking,service_Positioning
9071,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9072,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9073,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9074,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9075,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9076,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9077,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9078,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9079,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9080,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9081,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9082,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9083,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9084,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9085,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9086,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:57,0,0,1,0,0,1,0
9087,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:57,0,0,1,1,1,1,1
9088,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9089,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9090,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9091,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9092,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9093,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9094,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9095,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9096,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9097,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9098,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9099,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9100,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9101,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9102,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:58,0,0,1,1,1,1,1
9103,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:58,0,0,1,0,0,1,0
9104,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9105,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9106,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9107,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9108,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9109,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9110,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9111,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9112,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9113,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9114,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,0,0
9115,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/27/16 5:59,0,1,1,1,1,0,1
9116,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9117,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9118,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,0,0
9119,13YE010,94:EB:CD:53:62:96,BLACKBERRY-556F,0x7a020c,Phone (Smartphone),1/27/16 5:59,0,1,1,1,1,0,1
9120,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 5:59,0,0,1,0,0,1,0
9121,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 5:59,0,0,1,1,1,1,1
9122,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,0,0
9123,13YE010,94:EB:CD:53:62:96,n/a,0x7a020c,Phone (Smartphone),1/27/16 6:00,0,1,1,1,1,0,1
9124,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9125,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9126,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9127,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9128,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9129,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9130,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9131,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9132,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9133,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9134,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9135,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9136,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9137,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9138,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:00,0,0,1,0,0,1,0
9139,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:00,0,0,1,1,1,1,1
9140,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,0,0
9141,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,1,1
9142,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:01,0,0,1,0,0,1,0
9143,13YE010,00:17:F2:A0:F8:15,Alexâ€™s iMac,0x380104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,0,0
9144,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,1,1
9145,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:01,0,0,1,0,0,1,0
9146,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,0,0
9147,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,1,1
9148,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:01,0,0,1,0,0,1,0
9149,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,0,0
9150,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:01,0,0,1,1,1,1,1
9151,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:01,0,0,1,0,0,1,0
9152,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9153,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9154,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9155,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9156,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9157,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9158,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9159,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9160,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9161,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9162,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9163,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9164,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9165,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9166,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9167,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9168,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9169,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9170,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:02,0,0,1,0,0,1,0
9171,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:02,0,0,1,1,1,1,1
9172,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9173,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9174,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9175,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9176,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9177,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9178,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9179,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9180,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9181,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9182,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9183,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9184,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9185,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9186,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9187,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9188,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9189,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9190,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:03,0,0,1,0,0,1,0
9191,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:03,0,0,1,1,1,1,1
9192,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,0,0
9193,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9194,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9195,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,0,0
9196,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9197,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9198,13YE010,00:17:F2:A0:F8:15,Alexâ€™s iMac,0x380104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,0,0
9199,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9200,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9201,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9202,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9203,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9204,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9205,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:04,0,0,1,0,0,1,0
9206,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:04,0,0,1,1,1,1,1
9207,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9208,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9209,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9210,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9211,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9212,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9213,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9214,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9215,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9216,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9217,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9218,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9219,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9220,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9221,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9222,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9223,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9224,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9225,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9226,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9227,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:05,0,0,1,0,0,1,0
9228,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:05,0,0,1,1,1,1,1
9229,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9230,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9231,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9232,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9233,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9234,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9235,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9236,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9237,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9238,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9239,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9240,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
9241,13YE010,74:DE:2B:78:D6:FA,KAYLEIGHSEPICPC,0x3e0104,Computer (Desktop workstation),1/27/16 6:06,0,0,1,1,1,1,1
9242,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/27/16 6:06,0,0,1,0,0,1,0
